Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Chaetoceros calcitrans,Chaetoceros calcitrans,Thompson et al. (1992),growth rate,25,3.38E-05,s^-1,NA,NA
Chaetoceros calcitrans,Chaetoceros calcitrans,Thompson et al. (1992),growth rate,25,3.53E-05,s^-1,NA,NA
Chaetoceros calcitrans,Chaetoceros calcitrans,Thompson et al. (1992),growth rate,25,3.59E-05,s^-1,NA,NA
Chaetoceros calcitrans,Chaetoceros calcitrans,Thompson et al. (1992),growth rate,25,3.90E-05,s^-1,NA,NA
Chaetoceros curvisetum,Chaetoceros curvisetum,Reay et al. (1999),growth rate,12,5.56E-06,s^-1,NA,NA
Chaetoceros curvisetum,Chaetoceros curvisetum,Reay et al. (1999),growth rate,17,7.52E-06,s^-1,NA,NA
Chaetoceros curvisetum,Chaetoceros curvisetum,Reay et al. (1999),growth rate,22,7.75E-06,s^-1,NA,NA
Chaetoceros debilis,Chaetoceros debilis,Baars (1981),growth rate,6,0.000005787,s^-1,NA,NA
Chaetoceros debilis,Chaetoceros debilis,Baars (1981),growth rate,12,1.32E-05,s^-1,NA,NA
Chaetoceros debilis,Chaetoceros debilis,Baars (1981),growth rate,20,1.13E-05,s^-1,NA,NA
Chaetoceros diadema,Chaetoceros diadema,Baars (1981),growth rate,-1.5,3.47E-06,s^-1,NA,NA
Chaetoceros diadema,Chaetoceros diadema,Baars (1981),growth rate,0,5.21E-06,s^-1,NA,NA
Chaetoceros diadema,Chaetoceros diadema,Baars (1981),growth rate,6,1.10E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,10,4.51E-06,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,10,5.21E-06,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,10,8.68E-06,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,15,1.13E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,15,1.26E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,15,1.33E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,17,1.81E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,20,1.54E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,20,1.74E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,20,1.94E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,20,2.06E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,25,1.18E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,25,1.50E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,25,2.12E-05,s^-1,NA,NA
Chaetoceros gracilis,Chaetoceros gracilis,Thompson et al. (1992),growth rate,25,2.15E-05,s^-1,NA,NA
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki and Takahashi (1995),growth rate,15,0,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki and Takahashi (1995),growth rate,20,1.32E-05,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki and Takahashi (1995),growth rate,25,0.000018287,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki and Takahashi (1995),growth rate,30,1.16E-05,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki and Takahashi (1995),growth rate,35,0,s^-1,35.15,139.35
Chaetoceros simplex,Chaetoceros simplex,Montagnes and Franklin (2001),growth rate,13,4.05E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Montagnes and Franklin (2001),growth rate,16,7.52E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Montagnes and Franklin (2001),growth rate,17,9.72E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Montagnes and Franklin (2001),growth rate,20,7.52E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Montagnes and Franklin (2001),growth rate,20,1.53E-05,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Montagnes and Franklin (2001),growth rate,25,8.10E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Montagnes and Franklin (2001),growth rate,25,0.000021412,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,10,3.94E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,10,7.52E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,15,8.45E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,15,9.61E-06,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,15,1.38E-05,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,17,2.28E-05,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,20,0.000015625,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,20,2.05E-05,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,20,2.28E-05,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,25,0.000025463,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,25,2.63E-05,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,25,2.69E-05,s^-1,NA,NA
Chaetoceros simplex,Chaetoceros simplex,Thompson et al. (1992),growth rate,25,2.79E-05,s^-1,NA,NA
Chaetoceros sp.,Chaetoceros,Lomas and Glibert (1999),growth rate,4,4.86E-06,s^-1,NA,NA
Chaetoceros sp.,Chaetoceros,Lomas and Glibert (1999),growth rate,10,0.00000625,s^-1,NA,NA
Chaetoceros sp.,Chaetoceros,Lomas and Glibert (1999),growth rate,15,8.68E-06,s^-1,NA,NA
Chaetoceros sp.,Chaetoceros,Lomas and Glibert (1999),growth rate,20,1.41E-05,s^-1,NA,NA
Chaetoceros sp. strain CS256,Chaetoceros,Renaud et al. (2002),growth rate,25,8.56E-06,s^-1,-17.52,146.03
Chaetoceros sp. strain CS256,Chaetoceros,Renaud et al. (2002),growth rate,27,9.72E-06,s^-1,-17.52,146.03
Chaetoceros sp. strain CS256,Chaetoceros,Renaud et al. (2002),growth rate,30,1.01E-05,s^-1,-17.52,146.03
Chaetoceros sp. strain CS256,Chaetoceros,Renaud et al. (2002),growth rate,33,8.80E-06,s^-1,-17.52,146.03
Chaetoceros sp. strain CS256,Chaetoceros,Renaud et al. (2002),growth rate,35,9.03E-06,s^-1,-17.52,146.03
Chaetoceros sp.,Chaetoceros,Suzuki and Takahashi (1995),growth rate,0,5.90E-06,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki and Takahashi (1995),growth rate,2.2,5.09E-06,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki and Takahashi (1995),growth rate,5.2,0.000006713,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki and Takahashi (1995),growth rate,10,3.70E-06,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki and Takahashi (1995),growth rate,15,0,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,14.5,4.51E-06,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,16,9.61E-06,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,19.5,1.50E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,20,2.80E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,20,3.45E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,20,2.40E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,20,0.000025,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,25,3.87E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,25,4.46E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,25,0.000025463,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,25,2.63E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,29,5.09E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,29,0.000050463,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,29,3.29E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,29,3.38E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,33,4.44E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,33,4.63E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,33,0.000043287,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,33,3.83E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,37,4.24E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,37,3.84E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,37,3.01E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,37,2.92E-05,s^-1,9.81,-89.24
Chaetoceros sp.,Chaetoceros,Thomas (1966),growth rate,40,0,s^-1,9.81,-89.24
Chaetoceros teres,Chaetoceros teres,Baars (1981),growth rate,0,3.82E-06,s^-1,51.395,3.557
Chaetoceros teres,Chaetoceros teres,Baars (1981),growth rate,6,7.75E-06,s^-1,51.395,3.557
Chaetoceros teres,Chaetoceros teres,Baars (1981),growth rate,12,1.40E-05,s^-1,51.395,3.557
Chattonella marina,Chattonella marina,Kahn (1998),growth rate,10,0,s^-1,31.39,130.66
Chattonella marina,Chattonella marina,Kahn (1998),growth rate,15,0.000002662,s^-1,31.39,130.66
Chattonella marina,Chattonella marina,Kahn (1998),growth rate,20,4.40E-06,s^-1,31.39,130.66
Chattonella marina,Chattonella marina,Kahn (1998),growth rate,25,4.86E-06,s^-1,31.39,130.66
Chattonella marina,Chattonella marina,Kahn (1998),growth rate,30,3.36E-06,s^-1,31.39,130.66
Chattonella marina,Chattonella marina,Kahn (1998),growth rate,35,0,s^-1,31.39,130.66
Chattonella marina,Chattonella marina,Wang et al. (2011),growth rate,15,0,s^-1,22.6,114.546
Chattonella marina,Chattonella marina,Wang et al. (2011),growth rate,18,1.16E-06,s^-1,22.6,114.546
Chattonella marina,Chattonella marina,Wang et al. (2011),growth rate,20,2.78E-06,s^-1,22.6,114.546
Chattonella marina,Chattonella marina,Wang et al. (2011),growth rate,25,3.01E-06,s^-1,22.6,114.546
Chattonella marina,Chattonella marina,Wang et al. (2011),growth rate,30,2.89E-06,s^-1,22.6,114.546
Chattonella marina var. antiqua,Chattonella marina,Nakamura (1983),growth rate,10,0,s^-1,34.5,134.58
Chattonella marina var. antiqua,Chattonella marina,Nakamura (1983),growth rate,15,1.16E-06,s^-1,34.5,134.58
Chattonella marina var. antiqua,Chattonella marina,Nakamura (1983),growth rate,20,3.01E-06,s^-1,34.5,134.58
Chattonella marina var. antiqua,Chattonella marina,Nakamura (1983),growth rate,22.5,4.51E-06,s^-1,34.5,134.58
Chattonella marina var. antiqua,Chattonella marina,Nakamura (1983),growth rate,25,5.90E-06,s^-1,34.5,134.58
Chattonella marina var. antiqua,Chattonella marina,Nakamura (1983),growth rate,28,4.63E-06,s^-1,34.5,134.58
Chattonella marina var. antiqua,Chattonella marina,Nakamura (1983),growth rate,31,0,s^-1,34.5,134.58
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,-1,6.94E-07,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,2,9.26E-07,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,5,2.78E-06,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,7.5,4.05E-06,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,10,0.000006713,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,12.5,1.13E-05,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,15,8.33E-06,s^-1,-77.5,162.5
Chlamydomonas alpina,Chlamydomonas alpina,Seaburg et al. (1981),growth rate,18,2.43E-06,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,5,6.13E-06,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,7.5,7.06E-06,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,10,8.22E-06,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,12.5,0.000009838,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,15,1.22E-05,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,18,1.46E-05,s^-1,-77.5,162.5
Chlamydomonas globosa,Chlamydomonas globosa,Seaburg et al. (1981),growth rate,20,1.41E-05,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,-1,3.82E-06,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,2,4.98E-06,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,5,7.99E-06,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,7.5,9.26E-06,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,10,9.14E-06,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,12.5,1.03E-05,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,15,1.24E-05,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,18,1.27E-05,s^-1,-77.5,162.5
Chlamydomonas intermedia,Chlamydomonas intermedia,Seaburg et al. (1981),growth rate,20,0,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,-1,2.89E-06,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,2,4.86E-06,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,5,6.48E-06,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,7.5,7.99E-06,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,10,8.80E-06,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,12.5,1.09E-05,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,15,8.45E-06,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,18,1.62E-06,s^-1,-77.5,162.5
Chlamydomonas subcaudata,Chlamydomonas subcaudata,Seaburg et al. (1981),growth rate,20,0,s^-1,-77.5,162.5
Chlamydomonas UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,4,0.000002662,s^-1,-66.28,110.48
Chlamydomonas UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,6,4.51E-06,s^-1,-66.28,110.48
Chlamydomonas UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,9,4.63E-06,s^-1,-66.28,110.48
Chlamydomonas UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,14,3.01E-06,s^-1,-66.28,110.48
Chlamydomonas UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,20,2.20E-06,s^-1,-66.28,110.48
Chlamydomonas UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,30,5.79E-07,s^-1,-66.28,110.48
Chlorella ellipsoidea,Chlorella ellipsoidea,Cho et al. (2007),growth rate,15,4.28E-06,s^-1,NA,NA
Chlorella ellipsoidea,Chlorella ellipsoidea,Cho et al. (2007),growth rate,20,4.63E-06,s^-1,NA,NA
Chlorella ellipsoidea,Chlorella ellipsoidea,Cho et al. (2007),growth rate,25,6.94E-06,s^-1,NA,NA
Chlorella ellipsoidea,Chlorella ellipsoidea,Cho et al. (2007),growth rate,30,6.02E-06,s^-1,NA,NA
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,15,1.62E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,15,1.74E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,15,1.85E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,20,1.74E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,20,1.97E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,20,2.08E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,25,2.20E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,25,2.31E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,25,2.43E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,30,1.50E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,30,1.62E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,30,1.74E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,30,1.85E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,35,1.16E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,35,1.27E-06,s^-1,29.34,48.11
Chlorella MFD1,Chlorella,James et al. (1989),growth rate,35,1.39E-06,s^-1,29.34,48.11
Chlorella pyrenoidosa,Chlorella pyrenoidosa,Goldman and Carpenter (1974),growth rate,19,1.68E-05,s^-1,NA,NA
Chlorella pyrenoidosa,Chlorella pyrenoidosa,Goldman and Carpenter (1974),growth rate,25,2.48E-05,s^-1,NA,NA
Chlorella pyrenoidosa,Chlorella pyrenoidosa,Goldman and Carpenter (1974),growth rate,28.5,2.57E-05,s^-1,NA,NA
Chlorella pyrenoidosa,Chlorella pyrenoidosa,Goldman and Carpenter (1974),growth rate,35,0.00005,s^-1,NA,NA
Chlorella pyrenoidosa,Chlorella pyrenoidosa,Goldman and Carpenter (1974),growth rate,39.2,6.54E-05,s^-1,NA,NA
Chlorella sorokiniana,Chlorella sorokiniana,Vona et al. (2004),growth rate,20,0.000012037,s^-1,NA,NA
Chlorella sorokiniana,Chlorella sorokiniana,Vona et al. (2004),growth rate,25,2.84E-05,s^-1,NA,NA
Chlorella sorokiniana,Chlorella sorokiniana,Vona et al. (2004),growth rate,30,3.33E-05,s^-1,NA,NA
Chlorella sorokiniana,Chlorella sorokiniana,Vona et al. (2004),growth rate,35,3.68E-05,s^-1,NA,NA
Chlorella UMACC 237,Chlorella,Teoh et al. (2004),growth rate,4,1.85E-06,s^-1,NA,NA
Chlorella UMACC 237,Chlorella,Teoh et al. (2004),growth rate,6,2.20E-06,s^-1,NA,NA
Chlorella UMACC 237,Chlorella,Teoh et al. (2004),growth rate,9,0.000002662,s^-1,NA,NA
Chlorella UMACC 237,Chlorella,Teoh et al. (2004),growth rate,14,2.78E-06,s^-1,NA,NA
Chlorella UMACC 237,Chlorella,Teoh et al. (2004),growth rate,20,3.01E-06,s^-1,NA,NA
Chlorella UMACC 237,Chlorella,Teoh et al. (2004),growth rate,30,2.20E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Dauta et al. (1990),growth rate,10,4.86E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Dauta et al. (1990),growth rate,15,9.03E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Dauta et al. (1990),growth rate,20,1.16E-05,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Dauta et al. (1990),growth rate,25,0.000012963,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Dauta et al. (1990),growth rate,30,1.48E-05,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Mayo (1997),growth rate,10,3.01E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Mayo (1997),growth rate,15,4.17E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Mayo (1997),growth rate,20,5.32E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Mayo (1997),growth rate,25,5.44E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Mayo (1997),growth rate,30,5.90E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Mayo (1997),growth rate,35,5.61E-06,s^-1,NA,NA
Chlorella vulgaris,Chlorella vulgaris,Mayo (1997),growth rate,40,4.47E-06,s^-1,NA,NA
Chroomonas salina,Chroomonas salina,Hobson (1974),growth rate,10,1.12E-05,s^-1,NA,NA
Chroomonas salina,Chroomonas salina,Hobson (1974),growth rate,15,1.62E-05,s^-1,NA,NA
Chroomonas salina,Chroomonas salina,Hobson (1974),growth rate,20,1.97E-05,s^-1,NA,NA
Chroomonas salina,Chroomonas salina,Hobson (1974),growth rate,25,2.66E-05,s^-1,NA,NA
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,9,3.70E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,9,3.82E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,9,4.40E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,9,4.86E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,9,5.09E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,14,6.94E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,14,8.45E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,14,8.56E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,14,9.03E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,19,9.49E-06,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,19,1.01E-05,s^-1,58.5,9.5
Chrysochromulina polylepis strain K,Prymnesium polylepis,Edvardsen (1992),growth rate,19,1.02E-05,s^-1,58.5,9.5
